297	49,44
298	51,52
299	52
300	11
301	52
302	32,37,22
303	1
304	2
305	3,31
306	52
307	27,14
308	43
309	49,52
310	19
311	45
312	4
313	18,11
314	5
315	52
316	52,6
317	52
318	50,39
319	24
320	7
321	23
322	16,52
323	23
324	23,10
325	52
326	52
327	42,12,46
328	16,29
329	49,42,12
330	19
331	9
332	1,52
333	2
334	3,52
335	11
336	51
337	27
338	22,23
339	42
340	52,13
341	39,46
342	40
343	52,25
344	4
345	52
346	27
347	52
348	5,8
349	21,42,15
350	13
351	6
352	52
353	48,38
354	52
355	7
356	52,13
357	32,11
358	25
359	20
360	42
361	18,36,21
362	52
363	1,52
364	2,52
365	3
366	17
367	46
368	40
369	31
370	26
371	4
372	17
373	5
374	52
375	31
376	52,25,12
377	19,11,15
378	6
379	49
380	52,7
381	23,14
382	10
383	8
384	18,27,14
385	50
386	52
387	52,41
388	17,22
389	52
390	27,45
391	19,14
392	52
393	49
394	8
395	1,20,45
396	2
397	3,52,9
398	52
399	20,11
400	19
401	52
402	11
403	23
404	4,52
405	46
406	5
407	25
408	6
409	22
410	52
411	52,7
412	25
413	30
414	34,52
415	20,14
416	19
417	52
418	49,31
419	19
420	40
421	52
422	42
423	49
424	13
425	1
426	2
427	3,52
428	18,25
429	52
430	36,26
431	9
432	39
433	28
434	4,52
435	27
436	52
437	33,5
438	52,38
439	50
440	17
441	6,23
442	52,13
443	50,22,39
444	7
445	52
446	38,24
447	9
448	32
449	13
450	52
451	52
452	39
453	12
454	1
455	2,52
456	3
457	33
458	26
459	30
460	52
461	18
462	28
463	15
464	4
465	28
466	5
467	52
468	6,11
469	52
470	52
471	7,13
472	52
473	37
474	15
475	52
476	24,11
477	52,37
478	17,26
479	13
480	16
481	15
482	1,52
483	2,52
484	3,8,45
485	17
486	52,26
487	30
488	38
489	17,30
490	41
491	18
492	52
493	52
494	33,4
495	18,52
496	36,38
497	5
498	22
499	6
500	39,30
501	34
502	17
503	21
504	52
505	21,7
506	37
507	52
508	49,39
509	14
510	52,11
511	1
512	2
513	3
514	40
515	8
516	50
517	52
518	52,30
519	26
520	52
521	31
522	38
523	52
524	39,31
525	4
526	45,15
527	52,5
528	52,11
529	10
530	6
531	48,44
532	16,7
533	33,29
534	32,41
535	52
536	25
537	34,52
538	31
539	48
540	52
541	35
542	42
543	25
544	1,38
545	2,52
546	3
547	52
548	16
549	52
550	43
551	4,52
552	49
553	41,45
554	5
555	49,52
556	51,6
557	52
558	7
559	13
560	40,47
561	52
562	29
563	30
564	22
565	52
566	11,14
567	52
568	30
569	17,37
570	25
571	51
572	52
573	35
574	1,52
575	2,27
576	3,52
577	44
578	49
579	33
580	42
581	52
582	12
583	38
584	52
585	4,20
586	52
587	23
588	21,46
589	38,11
590	5
591	24,15
592	31
593	52,43
594	52,6
595	46
596	9
597	52
598	7
599	35,24
600	51,9
601	52,23
602	37,29
603	52,12
604	52
605	1,43,44
606	2
607	3,15
608	33,44
609	43
610	51
611	4
612	52
613	5,40
614	42,14
615	18,8
616	6
617	8
618	38,39
619	52,7
620	52
621	20
622	11
623	18,41
624	51,52
625	52
626	52
627	25
628	21
629	26,13
630	24
631	24,31
632	1,52
633	2
634	3,11,46
635	22,41
636	42
637	52
638	52
639	12
640	28,29
641	14
642	4
643	22
644	16
645	52,5
646	52
647	6
648	52,21,8
649	7
650	14
651	43,45
652	21
653	21
654	52
655	35
656	20
657	33
658	16
659	52,14
660	33,52
661	52
662	38
663	1,49
664	2,35
665	3,52
666	46
667	29
668	23,29
669	24
670	52,28
671	52,24
672	38
673	4
674	17,52
675	5
676	52
677	16,47
678	6
679	11
680	33,7
681	35
682	51,11
683	49,52
684	52,47
685	52
686	20
687	23
688	15
689	33
690	32,38,45
691	10
692	25
693	52,11
694	1,52
695	2
696	3
697	16
698	40,14,47
699	16,52
700	50,15
701	11
702	33,52
703	4
704	52
705	49,36
706	5,24
707	36
708	18,6
709	52
710	7
711	12
712	52
713	35,15
714	13
715	52
716	34
717	39
718	33,14
719	11
720	52,26
721	1,31
722	2
723	3
724	52
725	22
726	38
727	52,25
728	50,8
729	32,19,42
730	52
731	52
732	4,52
733	17
734	14
735	5
736	44
737	33,43
738	52,6
739	35
740	27,31
741	52,7
742	48,50,8
743	52
744	16
745	39,9
746	37
747	32,35
748	14
749	46
750	52
751	23
752	1
753	2,52
754	3,10
755	34,11
756	22
757	52,46
758	26
759	44
760	52
761	19
762	52
763	4,52
764	50
765	40
766	52
767	31
768	50,5
769	36
770	42
771	36
772	6
773	35
774	7
775	21,25
776	23,30
777	52
778	52
779	52,31
780	48
781	9
782	52
783	31
784	1
785	2
786	3
787	28
788	52
789	52
790	17
791	19,23
792	52
793	4,26
794	19,47
795	10
796	16,46
797	5,24
798	29
799	52
800	52,6
801	22
802	7
803	16
804	52
805	52
806	18,22,47
807	52
808	51
809	24
810	36
811	1
812	2
813	3
814	45
815	19
816	52
817	52
818	52
819	8
820	33
821	44
822	47
823	4,52
824	52
825	47
826	5
827	52
828	6,29
829	20
830	24
831	7
832	16,35,52
833	19,8
834	52,38,43
835	14
836	45
837	50,11
838	18
839	52
840	44
841	17
842	22
843	1
844	2,52
845	3,15
846	30
847	26,45
848	51
849	52
850	16,52
851	4,52
852	45
853	5,30
854	51,52
855	6
856	43
857	7
858	52
859	19,37
860	38,15
861	12
862	32,22,25
863	39
864	52
865	47
866	52,11
867	47
868	34
869	12
870	52
871	43
872	45
873	1
874	2
875	3,52
876	10
877	9
878	52,47
879	52,40,26
880	44
881	50
882	4,52
883	43,28
884	23,12
885	52,5
886	52
887	36
888	15
889	6
890	35
891	52,7
892	11,14
893	37,41,29
894	31
895	50
896	52
897	19,28,29
898	39
899	26,27
900	52
901	36
902	27
903	43
904	52
905	1
906	2
907	3,52
908	23
909	48,24
910	52,28,15
911	13
912	52
913	24
914	4
915	52
916	5
917	52
918	6
919	39,11,28
920	40,29
921	21
922	52,7
923	14
924	50,52
925	43
926	17
927	31
928	18,52,38
929	38,30
930	16,17,34
931	43
932	1
933	2
934	3,52
935	52
936	12
937	52,38
938	16
939	28
940	27
941	21
942	52
943	15
944	13,14
945	4,52
946	52
947	5,13
948	41
949	18
950	6,28
951	52,36
952	7
953	46
954	49,19
955	44
956	19,52,37
957	23
958	20,24
959	25,10
960	52
961	48
962	27
963	1,52
964	2
965	3,52
966	34
967	52
968	31
969	37
970	26
971	39
972	4,43
973	52
974	50
975	5
976	50
977	6
978	39
979	52,7
980	52
981	52
982	33
983	52,26,28
984	48,28
985	42
986	51
987	37,8
988	41
989	52
990	24
991	1
992	2
993	3,52
994	13
995	41
996	21
997	52
998	39
999	35
1000	52
1001	18,24
1002	28
1003	25
1004	52
1005	4
1006	36
1007	33
1008	5
1009	52
1010	52,6
1011	52
1012	52,14
1013	21,7
1014	8
1015	22
1016	17,20,37
1017	52,25
1018	18
1019	29
1020	17,26,44
1021	1,52
1022	2
1023	3
1024	23
1025	52,25
1026	27
1027	44
1028	52
1029	33,14
1030	30
1031	4,52
1032	52
1033	5
1034	11
1035	6
1036	22
1037	49,36,7
1038	18,46
1039	33,8,9
1040	52
1041	43
1042	30
1043	51,10
1044	43
1045	34
1046	52
1047	23
1048	52
1049	52
1050	39
1051	43
1052	40,12
1053	45
1054	1,52
1055	2,52
1056	3
1057	48
1058	13
1059	52,42
1060	31
1061	23
1062	4,52
1063	10
1064	52,5
1065	36
1066	6
1067	52
1068	7
1069	21
1070	32
1071	18
1072	26
1073	30
1074	36,38
1075	32
1076	52
1077	52
1078	18,52
1079	24
1080	8
1081	1,52
1082	2
1083	3
1084	22,38
1085	43
1086	24
1087	9
1088	52
1089	9
1090	52
1091	52
1092	46
1093	4
1094	34,22
1095	50,52
1096	52,5
1097	27,13
1098	6
1099	41,27
1100	35
1101	7
1102	22
1103	50,22,30
1104	49
1105	52
1106	52,45
1107	44
1108	50
1109	22
1110	52
1111	37
1112	52,38
1113	18
1114	1,52
1115	2
1116	3,52
1117	12
1118	22
1119	46
1120	35
1121	9
1122	20
1123	43
1124	52,39
1125	16,4
1126	52
1127	5
1128	13
1129	52,6
1130	40,26
1131	7
1132	52
1133	36
1134	39
1135	46
1136	32,21,43,47
1137	52
1138	32
1139	52,11
1140	35
1141	45
1142	33,50,52
1143	32
1144	51,52,37
1145	1
1146	2
1147	33,3
1148	52
1149	18
1150	37
1151	12
1152	4
1153	52
1154	22
1155	5
1156	51
1157	6
1158	41
1159	52
1160	52,7
1161	49
1162	52
1163	9
1164	52
1165	20
1166	10
1167	39
1168	38
1169	52
1170	11
1171	52
1172	52
1173	21
1174	41,47
1175	1
1176	2
1177	3,52
1178	18,21
1179	17,28
1180	23,44
1181	34
1182	4,52
1183	52,31
1184	9,46
1185	11
1186	5
1187	32
1188	52,6
1189	45
1190	7
1191	23,12
1192	52
1193	10
1194	10
1195	50
1196	17
1197	52
1198	16,23,15
1199	28
1200	52
1201	42,31
1202	51
1203	1,52
1204	2
1205	3
1206	11
1207	52
1208	36
1209	52
1210	37,27
1211	10,11
1212	16
1213	50
1214	52
1215	4
1216	49
1217	34,29
1218	52,5
1219	52
1220	6
1221	51,52
1222	33,36
1223	7
1224	17,52,21
1225	36
1226	11,31
1227	52
1228	12
1229	23
1230	30,47
1231	42
1232	50
1233	49
1234	1
1235	2,52,31
1236	3
1237	8
1238	52
1239	50
1240	52
1241	52
1242	19,13
1243	4
1244	51
1245	11
1246	17,52
1247	5
1248	52,30
1249	6
1250	34,12
1251	7
1252	52
1253	52
1254	52
1255	20,45
1256	42
1257	35,8,42
1258	33
1259	23
1260	11,43
1261	12
1262	34
1263	52,47
1264	17
1265	1,39,23
1266	2,39,46
1267	3,52
1268	24
1269	49
1270	35,52,20
1271	40,11
1272	37,22
1273	4
1274	18,19,20
1275	36,27
1276	52,5
1277	25
1278	34
1279	52
1280	52
1281	26
1282	6
1283	34
1284	7
1285	19,52
1286	52
1287	35
1288	51,52
1289	41
1290	45
1291	26
1292	1,52
1293	2,52
1294	3
1295	33
1296	40,28
1297	43
1298	52
1299	19
1300	48,35
1301	16
1302	4
1303	18
1304	26,13,15
1305	5
1306	52,27
1307	52,20,6
1308	49
1309	52,21
1310	7
1311	52
1312	32
1313	22
1314	20,28
1315	52,23
1316	33,41
1317	52
1318	15
1319	19
1320	19,40,27
1321	28
1322	1
1323	2,52
1324	32,3
1325	52
1326	52
1327	43
1328	36
1329	48,25
1330	26,13
1331	4,52,10
1332	17
1333	47
1334	5
1335	50,36,41
1336	52,6
1337	52
1338	7,44
1339	32
1340	26
1341	52
1342	11
1343	46
1344	37
1345	11
1346	52
1347	16,44
1348	10,42
1349	22,39
1350	52
1351	50
1352	52,40
1353	1
1354	2
1355	3,20,46
1356	42
1357	52
1358	18,27
1359	26
1360	52
1361	16,15
1362	4,52
1363	19,41
1364	35,23
1365	52
1366	5
1367	31
1368	52
1369	25
1370	6
1371	50,8
1372	7
1373	51,52,8,12
1374	27
1375	52
1376	50
1377	36
1378	29
1379	38
1380	52
1381	52
1382	52
1383	10
1384	31
1385	1
1386	2
1387	3,25
1388	12
1389	52,45
1390	33
1391	16
1392	4,52
1393	29
1394	52
1395	5
1396	51,40,10
1397	14
1398	6
1399	8
1400	52
1401	7
1402	39
1403	25
1404	52
1405	48,52
1406	52
1407	15
1408	27
1409	44
1410	35
1411	52
1412	52
1413	1,42
1414	2
1415	3
1416	44
1417	23
1418	22,29
1419	11
1420	17,52
1421	32,4
1422	52
1423	26
1424	22
1425	5
1426	52,11
1427	52,6
1428	42
1429	8
1430	39
1431	7
1432	31
1433	44,13
1434	52
1435	52
1436	13
1437	21,8
1438	33,17,37
1439	52
1440	29
1441	18
1442	52
1443	52
1444	50,40
1445	1
1446	2
1447	3,52
1448	23,42
1449	17
1450	37
1451	4
1452	52
1453	49,52
1454	5
1455	44
1456	6
1457	29
1458	35,38
1459	52,7
1460	45
1461	44,14
1462	48,40
1463	41,47
1464	51
1465	52
1466	40
1467	52
1468	52,22,28
1469	41
1470	45
1471	1,52
1472	2
1473	3
1474	21,37
1475	52,43
1476	24
1477	52
1478	33
1479	15
1480	35,8
1481	24,31
1482	4
1483	27
1484	51,5,8
1485	28
1486	52,6
1487	16
1488	52,7
1489	48
1490	18,52
1491	13
1492	52
1493	19
1494	40
1495	31
1496	25
1497	52
1498	51
1499	52,38,30
1500	15
1501	52
1502	1,38,41,11
1503	2
1504	3
1505	18,8
1506	14
1507	14
1508	29
1509	52
1510	52
1511	52,41
1512	46
1513	52
1514	4,52
1515	20,46
1516	5,15
1517	37
1518	48
1519	35
1520	6,11
1521	52
1522	52
1523	48
1524	52,7
1525	48
1526	18,45
1527	40
1528	23
1529	11
1530	33
1531	1
1532	2,23
1533	3,52
1534	36
1535	34,13
1536	48
1537	52,45
1538	52
1539	45,47
1540	15
1541	52
1542	4
1543	52
1544	49,14
1545	14
1546	5
1547	52
1548	30
1549	6
1550	31
1551	25,30
1552	7
1553	52
1554	31
1555	14
1556	39
1557	17
1558	17,42
1559	52
1560	52,40
1561	52
1562	52
1563	1,51
1564	2
1565	3,52
1566	8,43
1567	23,41
1568	46
1569	13
1570	21
1571	13
1572	51
1573	4,52
1574	35,21
1575	35
1576	10
1577	5
1578	29
1579	52
1580	52
1581	6,9
1582	9
1583	52,7
1584	19
1585	30
1586	52
1587	50,25
1588	29,46
1589	22
1590	17,52,45
1591	1,49
1592	2,41,10
1593	3
1594	35
1595	38,27
1596	52,36
1597	17,11
1598	52
1599	52
1600	48
1601	4
1602	44
1603	5
1604	12
1605	33
1606	6
1607	52,20
1608	52
1609	8
1610	48,52
1611	24
1612	7,43
1613	29
1614	27
1615	52
1616	20
1617	17
1618	52
1619	29
1620	52,28
1621	1,52
1622	2
1623	3
1624	12,46
1625	52,24
1626	14
1627	32
1628	10
1629	30
1630	52
1631	17
1632	9
1633	4,52
1634	23,10
1635	5,12,30
1636	52,23
1637	6
1638	19
1639	52
1640	7
1641	8
1642	17
1643	37,39
1644	17
1645	52
1646	50
1647	52,12
1648	50
1649	20,37
1650	50,52
1651	52
1652	1
1653	2
1654	3
1655	18,45
1656	40
1657	52,38
1658	52
1659	17
1660	10
1661	52
1662	52
1663	11
1664	28
1665	4,27,30
1666	47
1667	5
1668	15
1669	49,52
1670	6
1671	37,11
1672	50
1673	7,11,46
1674	32,27
1675	52
1676	21
1677	48,52
1678	31
1679	28
1680	52
1681	23
1682	52
1683	1
1684	2,52
1685	3
1686	52
1687	43
1688	23,46
1689	9
1690	17
1691	14
1692	49,52
1693	52
1694	4
1695	24
1696	36
1697	29
1698	9
1699	52,5
1700	42
1701	35,52
1702	48,36,14
1703	42
1704	6
1705	43,46
1706	52,7
1707	35
1708	52,30
1709	49,25
1710	23
1711	52
1712	10
1713	16
1714	46
1715	1
1716	2
1717	3,19
1718	52
1719	42
1720	52
1721	52
1722	4
1723	21,47
1724	52,5
1725	50,21,10
1726	52,6
1727	41
1728	39
1729	41
1730	7
1731	52
1732	37
1733	37,44
1734	52,45
1735	45
1736	39
1737	31
1738	52,38
1739	35
1740	15
1741	15
1742	1
1743	2
1744	3
1745	47
1746	39
1747	38,9
1748	52
1749	52
1750	52
1751	18,35
1752	4,43
1753	16,34
1754	47
1755	5
1756	23
1757	6
1758	52
1759	52,7
1760	52
1761	15
1762	35,21
1763	51,36
1764	52
1765	48,28
1766	45
1767	48
1768	52
1769	52,15
1770	25
1771	52
1772	24
1773	16
1774	14
1775	1
1776	2,52
1777	3,52
1778	28
1779	29
1780	12
1781	36
1782	52,10
1783	4
1784	52
1785	46
1786	5
1787	52
1788	17
1789	6
1790	35,29
1791	20,15
1792	7
1793	52
1794	52
1795	19,8,26
1796	49
1797	27,11
1798	52
1799	32
1800	25
1801	13
1802	20,26
1803	20
1804	1,52
1805	2
1806	3,52
1807	35,25
1808	8,46
1809	52
1810	19,46
1811	52
1812	20
1813	31
1814	40
1815	4,52
1816	44
1817	18,27,31
1818	21
1819	52
1820	5
1821	52
1822	6
1823	52
1824	38,8
1825	51,29
1826	38,7,26
1827	14
1828	52
1829	26,15
1830	40
1831	23,28
1832	41
1833	1,52
1834	2,52
1835	3
1836	8
1837	34
1838	37,46
1839	52,21
1840	27,31
1841	52,23
1842	4,27
1843	14
1844	52,5
1845	16,13,46
1846	6
1847	52
1848	19,7
1849	36,8
1850	33
1851	52
1852	16,21
1853	32,31
1854	44
1855	35,52
1856	52
1857	44
1858	47
1859	26
1860	46
1861	1
1862	2,51
1863	3,25,12
1864	52
1865	51
1866	46,30
1867	49,52
1868	52
1869	9
1870	9
1871	51
1872	4
1873	45
1874	52
1875	5
1876	51
1877	6
1878	52
1879	7
1880	52
1881	46
1882	18
1883	22
1884	52
1885	21,12
1886	37,24
1887	52
1888	49
1889	11,30
1890	52
1891	1
1892	32,2
1893	3
1894	52
1895	27,30
1896	52
1897	50
1898	52
1899	30
1900	14
1901	52,22
1902	37
1903	51
1904	16,51,37,30
1905	4
1906	52
1907	5
1908	49,38
1909	32
1910	52,6
1911	52
1912	52
1913	7
1914	29,47
1915	17,31
1916	42,27
1917	27
1918	52,26,12
1919	16,9
1920	19,24
1921	36,25
1922	11
1923	1,52
1924	2
1925	3,52
1926	51,20
1927	46
1928	52,8
1929	31
1930	21
1931	33
1932	26
1933	4,14
1934	41,44
1935	52,5
1936	38
1937	35,46
1938	52,6
1939	22
1940	52,7
1941	52,40
1942	27
1943	22
1944	42,31
1945	11
1946	52,40
1947	33,9
1948	34
1949	33,24
1950	16,52
1951	12,30
1952	19
1953	46
1954	52
1955	1
1956	2
1957	3,52
1958	9,27
1959	52
1960	31
1961	4
1962	52,25,31
1963	18
1964	48,43
1965	52,5
1966	49
1967	6
1968	40
1969	52,15
1970	7,29
1971	52
1972	52
1973	20,29
1974	48
1975	49,15
1976	39,42,45
1977	52,22
1978	24
1979	49
1980	41,31
1981	1,52
1982	2,52
1983	3,52
1984	47
1985	31
1986	44,30
1987	48
1988	25
1989	35
1990	15
1991	47
1992	51
1993	34,52
1994	4,30
1995	49,52
1996	5
1997	51,8
1998	6
1999	25
2000	52,39
2001	7
2002	31
2003	17,38
2004	52
2005	26
2006	32
2007	52
2008	52
2009	17
2010	21,23
2011	17,34
2012	52
2013	30
2014	52
2015	1,52
2016	2,47
2017	3,38,9
2018	26
2019	28
2020	29,47
2021	4,28
2022	47
2023	52,5
2024	15
2025	32,48
2026	6,22
2027	52
2028	52
2029	29
2030	7
2031	52,21
2032	17
2033	40,47
2034	28
2035	29
2036	52,14
2037	49,35
2038	42
2039	52
2040	15,31
2041	52,38
2042	1,17,52
2043	32,2
2044	3,41,31
2045	27
2046	48
2047	36
2048	52
2049	21
2050	17,10
2051	16,38
2052	30
2053	52
2054	32
2055	4
2056	50
2057	52,5
2058	38
2059	32,52
2060	13
2061	52,6
2062	45,30
2063	48,44
2064	52,7
2065	34
2066	8,15
2067	10
2068	18
2069	19
2070	51,52
2071	1,24,14
2072	33,17,2
2073	3,47
2074	43
2075	52
2076	38
2077	37
2078	13
2079	52
2080	52
2081	52
2082	4
2083	25,45,30
2084	5
2085	13
2086	6
2087	12
2088	52
2089	52
2090	7
2091	12
2092	23
2093	52
2094	27
2095	44
2096	37
2097	52,20
2098	42
2099	52,20
2100	33,43
2101	52
2102	52
2103	49
2104	1,52
2105	2
2106	3,27
2107	8,30
2108	45
2109	37
2110	9
2111	11
2112	4
2113	34
2114	45
2115	52,5
2116	44
2117	27
2118	17,52
2119	6
2120	52,14
2121	52
2122	29
2123	52,7
2124	17,41
2125	49
2126	52
2127	42,13
2128	16,22,12
2129	50,34
2130	40
2131	48
2132	22,24
2133	1,52
2134	2,52
2135	3
2136	37,30
2137	35
2138	31
2139	20
2140	17,52
2141	4,52
2142	52
2143	18,25,42
2144	5,24
2145	25
2146	52,6
2147	17
2148	31
2149	7,11
2150	11
2151	52
2152	44
2153	37,42
2154	23
2155	39
2156	32,52
2157	8
2158	46
2159	17,28
2160	18,52
2161	35,12
2162	52
2163	1,47
2164	2
2165	3
2166	52
2167	39
2168	40
2169	52,23
2170	32,22
2171	11
2172	52
2173	8
2174	4
2175	40
2176	5,41
2177	15
2178	37,39,29,14
2179	52
2180	52,6
2181	52
2182	7
2183	35
2184	23,41,10
2185	30
2186	52
2187	52
2188	21
2189	51,8
2190	42
2191	1
2192	2,52
2193	3
2194	28,45
2195	20
2196	49,21
2197	25,46
2198	52
2199	21
2200	52,14
2201	17,10
2202	38
2203	4
2204	52
2205	46
2206	19,5
2207	52,23
2208	52
2209	33,6
2210	33
2211	20,21
2212	42,43
2213	7
2214	49,36
2215	16,26
2216	52
2217	49,26,12
2218	52,44
2219	52
2220	41,30
2221	1,52
2222	2,9
2223	3
2224	22
2225	21
2226	17,50
2227	31
2228	28
2229	18,52
2230	52
2231	22
2232	37
2233	52
2234	4
2235	52
2236	38,13
2237	5
2238	36,29
2239	52,6
2240	51,25
2241	52
2242	7
2243	8
2244	13
2245	24,10
2246	37
2247	10
2248	48,52
2249	52
2250	9
2251	52
2252	52
2253	17
2254	23
2255	1
2256	2
2257	3,47
2258	52
2259	49
2260	49,44
2261	43,45
2262	37,27
2263	4,36
2264	52,41
2265	5
2266	11
2267	52,11
2268	6,44
2269	8,12
2270	52
2271	7
2272	52
2273	43
2274	22
2275	33
2276	49,52
2277	49,41
2278	46
2279	44
2280	50,52
2281	1,31
2282	2,52
2283	3
2284	34,47
2285	52
2286	52,13
2287	29
2288	9,26
2289	41
2290	17
2291	19,37
2292	4
2293	39,46
2294	52
2295	52,26
2296	19,23,14
2297	5
2298	52
2299	6
2300	24,14
2301	31
2302	7
2303	37
2304	51
2305	8
2306	52
2307	48,52
2308	36,23
2309	19
2310	52,42
2311	23
2312	14
2313	41,47
2314	1,52
2315	2
2316	3,52
2317	31,47
2318	52
2319	30
2320	43
2321	28
2322	52,30
2323	52
2324	4
2325	28
2326	52
2327	5
2328	25
2329	6,44
2330	42
2331	37
2332	45
2333	35,7
2334	31
2335	20
2336	52
2337	52
2338	52
2339	32
2340	51
2341	44
2342	1,52
2343	2,52
2344	3,28
2345	52
2346	36
2347	22
2348	43
2349	10
2350	11
2351	22,23
2352	52
2353	4
2354	26
2355	52,5
2356	52,22
2357	6,42
2358	39
2359	15
2360	36,7
2361	52
2362	44,31
2363	12
2364	22
2365	21,28
2366	19,26
2367	16
2368	52
2369	52,30
2370	35
2371	48,38
2372	11
2373	1,52
2374	2,52
2375	3
2376	52
2377	27
2378	30,15
2379	44
2380	34
2381	4,52
2382	15
2383	52,39
2384	5
2385	45,29
2386	41
2387	6,27
2388	52
2389	7
2390	33,31
2391	22
2392	52,10
2393	51
2394	12,47
2395	52
2396	52
2397	35,47
2398	34
2399	40,12
2400	35,38
2401	38
2402	22
2403	10
2404	40,31
2405	1
2406	2,20
2407	3,52
2408	52
2409	52
2410	41
2411	28,29
2412	4
2413	33,31
2414	5
2415	26
2416	36
2417	52,6
2418	21
2419	52,7
2420	52
2421	27
2422	52
2423	29
2424	19,52
2425	40,25
2426	22
2427	52
2428	35
2429	34
2430	18
2431	52
2432	25,47
2433	1
2434	2,52
2435	3
2436	49,39
2437	47
2438	48,25
2439	52
2440	25
2441	4,52
2442	52
2443	8,28
2444	52,5
2445	48,16,40
2446	38
2447	26
2448	26
2449	6
2450	19
2451	19
2452	7
2453	23,31
2454	45
2455	29
2456	52,47
2457	43
2458	8
2459	52,14
2460	50,52
2461	17,21
2462	19,52
2463	1,21
2464	2,52
2465	3
2466	43
2467	38,46
2468	31
2469	52
2470	42
2471	52
2472	4
2473	52
2474	5
2475	40,30
2476	6
2477	36
2478	19
2479	7,46
2480	52
2481	47
2482	32,42
2483	17,36,40
2484	52,23
2485	17
2486	52
2487	52
2488	10
2489	50
2490	18,15
2491	34
2492	1
2493	2
2494	3,52
2495	42
2496	34,52
2497	52,43
2498	18,15
2499	34
2500	29
2501	18
2502	27
2503	4
2504	21
2505	5
2506	52,45
2507	19,22
2508	52,6
2509	52
2510	7
2511	22
2512	31
2513	45
2514	39
2515	27
2516	52
2517	21,37,12
2518	52
2519	52
2520	27
2521	8
2522	38
2523	16,25
2524	52
2525	1,52
2526	2
2527	3,14
2528	33,35
2529	52
2530	44
2531	28
2532	52
2533	4
2534	35,9
2535	5
2536	52
2537	6
2538	28,14
2539	29,46
2540	52
2541	44
2542	42
2543	7
2544	45,15
2545	52,13
2546	32
2547	52,46
2548	20,15
2549	52
2550	20
2551	37
2552	38,47
2553	1,52
2554	2
2555	3,21
2556	34,52
2557	22
2558	47
2559	22
2560	52
2561	4
2562	32,18
2563	52
2564	5
2565	25
2566	52
2567	25
2568	38,31
2569	52,6
2570	37,24
2571	7,28
2572	52
2573	23
2574	43
2575	19
2576	38,41
2577	39
2578	29
2579	52
2580	52
2581	1,40
2582	2
2583	3,27
2584	52
2585	13
2586	27
2587	33
2588	34
2589	52
2590	52,13
2591	35,38
2592	52
2593	13
2594	4
2595	18
2596	5
2597	50,19,38
2598	52,25
